Contacts	TotalForwards
1.32426E7	9524
2786400.0	2144
5310600.0	4702
1.5864E7	11288
1.00968E7	8064
8194200.0	7543
133200.0	16
5835600.0	5238
9574200.0	8059
1.21956E7	8855
1.53414E7	11040
1327800.0	877
958800.0	644
266400.0	41
2917800.0	2153
5573400.0	5100
1.00986E7	8064
1.32444E7	9526
1.58658E7	11288
1.272E7	9176
1917600.0	1431
532800.0	72
1.11468E7	8426
1.42926E7	10256
6622200.0	6075
6360000.0	5859
8525400.0	7827
1.37682E7	9910
1065600.0	657
1.4817E7	10657
1.16712E7	8593
6097800.0	5619
3180000.0	2511
9049800.0	8030
479400.0	63
2131200.0	1597
1.58652E7	11288
1590000.0	1150
1.0098E7	8064
1.27194E7	9173
1.53408E7	11040
4786800.0	4198
7408200.0	6792
3573000.0	2870
4262400.0	3596
1.63896E7	11543
795000.0	577
1.32438E7	9525
1.06224E7	8231
2393400.0	1702
4524600.0	3862
7146000.0	6246
8524800.0	7827
8194800.0	7543
5311200.0	4702
3835200.0	3248
9049200.0	8030
1.16706E7	8593
1.4292E7	10256
7932600.0	7321
1.2195E7	8855
4097400.0	3363
5049000.0	4585
2655600.0	2085
7670400.0	7008
9573600.0	8059
1.48164E7	10657
3181200.0	2511
1.11522E7	8431
8530800.0	7828
1.37736E7	9910
6624600.0	6078
6362400.0	5859
1.16766E7	8596
1.4298E7	10256
9055200.0	8030
1.27248E7	9186
1328400.0	877
7149000.0	6246
4527600.0	3864
3443400.0	2743
1.01034E7	8064
1.53462E7	11043
1.6395E7	11544
664200.0	440
2263800.0	1603
4265400.0	3604
6886800.0	6235
1.06278E7	8231
1.32492E7	9532
1.58706E7	11288
8530200.0	7828
5313600.0	4703
1.1676E7	8596
5575800.0	5102
8197200.0	7543
1.42974E7	10256
9054600.0	8030
5051400.0	4585
2656800.0	2085
7935000.0	7321
1.48218E7	10658
4098600.0	3363
9579000.0	8059
1.22004E7	8858
1.01028E7	8064
1.32486E7	9532
1.587E7	11288
2919000.0	2153
6100200.0	5620
1590600.0	1150
1.3773E7	9910
1.06272E7	8231
5838000.0	5238
1.11516E7	8431
1.63944E7	11544
1.01046E7	8064
1.32504E7	9532
6363000.0	5859
6100800.0	5622
1.58718E7	11288
231600.0	37
1.37748E7	9910
5838600.0	5238
1.0629E7	8231
3050400.0	2316
1.11534E7	8435
1.63962E7	11544
463200.0	61
6887400.0	6235
1.16772E7	8597
3312600.0	2714
9055800.0	8030
1.4823E7	10658
1263000.0	833
926400.0	642
1.53474E7	11043
6625200.0	6078
1.2726E7	9187
9580200.0	8059
1.22016E7	8859
1852800.0	1373
7935600.0	7321
1.06284E7	8231
1.37742E7	9910
1.63956E7	11544
11400.0	0
1.32498E7	9532
5052000.0	4585
3705600.0	3058
1.11528E7	8435
3967800.0	3342
7673400.0	7008
22800.0	1
1.42986E7	10256
4789800.0	4201
8531400.0	7828
2526000.0	1900
7411200.0	6792
5576400.0	5102
1.2201E7	8859
1.53468E7	11043
45600.0	2
1525200.0	1149
9579600.0	8059
1.48224E7	10658
2788200.0	2145
5314200.0	4703
1.58712E7	11288
8197800.0	7543
91200.0	2
762600.0	531
1.0104E7	8064
1.27254E7	9186
4526400.0	3862
1721400.0	1178
182400.0	25
7410000.0	6792
4788600.0	4198
1.01016E7	8064
1.2723E7	9183
1.53444E7	11043
2263200.0	1603
1.63932E7	11544
4264200.0	3601
364800.0	53
3705000.0	3058
1.32474E7	9530
7147800.0	6246
1.0626E7	8231
1.58688E7	11288
8196600.0	7543
8528400.0	7827
729600.0	531
1.16742E7	8594
1.42956E7	10256
5313000.0	4703
7934400.0	7321
2525400.0	1898
9052800.0	8030
1459200.0	1045
1.482E7	10658
9577200.0	8059
3967200.0	3342
1.21986E7	8855
5050800.0	4585
7672200.0	7008
1.0101E7	8064
1.32468E7	9529
6361200.0	5859
2918400.0	2153
1.06254E7	8231
1.58682E7	11288
1983600.0	1478
1.37712E7	9910
3180600.0	2511
5836800.0	5238
1.11498E7	8430
6099000.0	5620
1.63926E7	11544
991800.0	651
1131600.0	672
6885600.0	6235
9052200.0	8030
1.48194E7	10657
1.16736E7	8594
1.2198E7	8855
565800.0	130
9576600.0	8059
3442800.0	2743
6623400.0	6078
1.27224E7	9182
1.53438E7	11043
115800.0	12
1.48212E7	10658
7148400.0	6246
9054000.0	8030
1.16754E7	8595
4264800.0	3601
1.21998E7	8858
3312000.0	2714
6886200.0	6235
1.27242E7	9184
1.53456E7	11043
9578400.0	8059
3574200.0	2870
2132400.0	1597
6624000.0	6078
1.06266E7	8231
1.37724E7	9910
7672800.0	7008
4789200.0	4198
1.63938E7	11544
1.3248E7	9532
3836400.0	3254
2394600.0	1702
7410600.0	6792
1.1151E7	8430
4527000.0	3862
1.42968E7	10256
8529600.0	7827
1393800.0	912
5837400.0	5238
1.5345E7	11043
1.21992E7	8855
1918200.0	1434
207000.0	35
9577800.0	8059
2787600.0	2145
1.01022E7	8064
1.58694E7	11288
414000.0	57
1.27236E7	9183
5575200.0	5100
3049800.0	2312
1066200.0	657
828000.0	592
1.37718E7	9910
6361800.0	5859
8529000.0	7827
1.11504E7	8430
1.16748E7	8595
6099600.0	5620
1.48206E7	10658
1656000.0	1168
9053400.0	8030
1.42962E7	10256
1066800.0	657
7937400.0	7321
1.63992E7	11544
5053800.0	4586
1.32534E7	9535
1.0632E7	8231
7675200.0	7008
2395800.0	1702
533400.0	72
1.11564E7	8438
1.43022E7	10256
8535000.0	7828
1.37778E7	9910
3837600.0	3256
4791600.0	4207
7413000.0	6792
1.22046E7	8867
1656600.0	1170
4099800.0	3363
5578200.0	5102
2658000.0	2085
9583200.0	8059
1.4826E7	10658
1.58748E7	11288
8199600.0	7543
1.01076E7	8064
5316000.0	4703
1.2729E7	9197
1.53504E7	11043
6626400.0	6078
1.37772E7	9910
1.11558E7	8438
1.63986E7	11544
8534400.0	7828
3313200.0	2714
6364200.0	5859
1329000.0	877
9058800.0	8030
1.16802E7	8608
1.43016E7	10256
4267200.0	3605
1.27284E7	9196
9582600.0	8059
1.53498E7	11043
1.0107E7	8064
1918800.0	1436
4529400.0	3864
7150800.0	6247
2133600.0	1597
1.32528E7	9532
1.06314E7	8231
6888600.0	6235
959400.0	644
1.58742E7	11288
3575400.0	2870
9584400.0	8059
1.27302E7	9201
7413600.0	6792
4530000.0	3864
795600.0	577
1.53516E7	11043
1.32546E7	9536
7151400.0	6247
1.01088E7	8064
3706800.0	3058
2265000.0	1603
4267800.0	3605
1591200.0	1150
1.06332E7	8231
1.5876E7	11288
1.43028E7	10256
5054400.0	4589
1.1157E7	8438
8535600.0	7828
1.16814E7	8611
5316600.0	4703
7938000.0	7321
4792200.0	4213
2527200.0	1901
1.48272E7	10658
9060000.0	8030
397800.0	56
3969000.0	3342
1.22058E7	8868
7675800.0	7008
2920200.0	2153
1263600.0	833
6102600.0	5622
1.01082E7	8064
1.3254E7	9535
1.58754E7	11288
1.27296E7	9201
5840400.0	5238
631800.0	257
1.37784E7	9910
1.06326E7	8231
1.63998E7	11544
1.48266E7	10658
1.16808E7	8611
1853400.0	1373
6889200.0	6235
3182400.0	2511
9059400.0	8030
9583800.0	8059
1.22052E7	8867
3444600.0	2743
1.5351E7	11043
6627000.0	6078
6364800.0	5859
1.22028E7	8866
598800.0	166
1.53486E7	11043
9581400.0	8059
1.48242E7	10658
5839200.0	5238
4099200.0	3363
1197600.0	763
1.5873E7	11288
1.01058E7	8064
1.27272E7	9193
2919600.0	2153
5577000.0	5102
8198400.0	7543
6363600.0	5859
8532600.0	7828
1.1154E7	8435
1.37754E7	9910
1.63968E7	11544
6101400.0	5622
299400.0	53
1787400.0	1306
1.42998E7	10256
3181800.0	2511
9057000.0	8030
1.16784E7	8601
1.27266E7	9193
9580800.0	8059
3574800.0	2870
4528200.0	3864
2133000.0	1597
1.5348E7	11043
7411800.0	6792
1.01052E7	8064
256200.0	37
7149600.0	6246
4266000.0	3604
1.06296E7	8231
1.58724E7	11288
1.3251E7	9532
512400.0	63
2395200.0	1702
1.42992E7	10256
8532000.0	7828
5314800.0	4703
3837000.0	3256
1.16778E7	8599
7936200.0	7321
1459800.0	1045
1024800.0	651
4790400.0	4204
9056400.0	8030
2657400.0	2085
7674000.0	7008
1.48236E7	10658
1.22022E7	8866
5052600.0	4586
2049600.0	1558
1.4301E7	10256
8533800.0	7828
1.11552E7	8438
3968400.0	3342
5315400.0	4703
2526600.0	1900
1.16796E7	8608
8199000.0	7543
9058200.0	8030
7936800.0	7321
5053200.0	4586
1132200.0	676
1.2204E7	8866
1.48254E7	10658
1.32522E7	9532
2788800.0	2145
1.58736E7	11288
1.01064E7	8064
1722000.0	1178
6102000.0	5622
1.37766E7	9910
5577600.0	5102
1.06308E7	8231
5839800.0	5238
1.6398E7	11544
861000.0	592
3051000.0	2317
1.48248E7	10658
697200.0	456
7150200.0	6247
1.1679E7	8602
9057600.0	8030
4266600.0	3605
6888000.0	6235
9582000.0	8059
1394400.0	914
1.22034E7	8866
1.27278E7	9193
1.53492E7	11043
3444000.0	2743
6625800.0	6078
3706200.0	3058
1.06302E7	8231
4791000.0	4207
1.63974E7	11544
7674600.0	7008
2264400.0	1603
1.32516E7	9532
7412400.0	6792
1.11546E7	8436
348600.0	53
1.43004E7	10256
1984200.0	1482
4528800.0	3864
8533200.0	7828
1.3776E7	9910
141600.0	16
6104400.0	5622
1.01118E7	8064
1.5879E7	11288
1.27332E7	9211
1395000.0	914
992400.0	651
5842200.0	5238
283200.0	49
1.06362E7	8231
3052200.0	2318
1.3782E7	9910
1.64034E7	11544
1.32576E7	9542
1984800.0	1483
1.16844E7	8613
566400.0	130
1.48302E7	10662
6891000.0	6235
6628800.0	6078
9063000.0	8030
1.43058E7	10256
1.53546E7	11043
1132800.0	679
1.22088E7	8870
3314400.0	2714
6366600.0	5859
9587400.0	8059
496200.0	63
2265600.0	1603
1.64028E7	11544
3707400.0	3058
1657200.0	1170
1.3257E7	9542
1.06356E7	8231
1.58784E7	11288
5055600.0	4589
7677000.0	7008
4531200.0	3866
7414800.0	6792
828600.0	592
1.37814E7	9910
4793400.0	4214
8538600.0	7828
1.116E7	8443
2527800.0	1901
9062400.0	8030
1.48296E7	10658
9586800.0	8059
5580000.0	5102
3969600.0	3342
1.22082E7	8870
8201400.0	7543
2790000.0	2145
5317800.0	4703
7939200.0	7321
1.01112E7	8064
1.27326E7	9210
1.5354E7	11043
9064200.0	8030
2659200.0	2085
1.48314E7	10662
5842800.0	5238
4101000.0	3363
9588600.0	8059
1.221E7	8871
1.27344E7	9211
5318400.0	4703
1919400.0	1436
2921400.0	2153
5580600.0	5103
8202000.0	7543
1.0113E7	8064
1.53558E7	11043
6367200.0	5859
1.37826E7	9910
1.06368E7	8231
1.11612E7	8445
1.6404E7	11544
3183600.0	2511
8539800.0	7828
1067400.0	657
1.16856E7	8613
1.4307E7	10256
6105000.0	5622
1591800.0	1150
166200.0	16
1.27338E7	9211
1.53552E7	11043
7415400.0	6792
9588000.0	8059
3576600.0	2870
4531800.0	3866
2134800.0	1597
1.01124E7	8064
1.32582E7	9542
332400.0	53
7153200.0	6247
4269600.0	3606
1.58796E7	11288
5056200.0	4589
664800.0	440
3838800.0	3258
2397000.0	1702
1.11606E7	8445
1.43064E7	10256
7939800.0	7321
8539200.0	7828
1329600.0	877
7677600.0	7008
4794000.0	4217
1.48308E7	10662
9063600.0	8030
1.1685E7	8613
1.22094E7	8870
1.48284E7	10658
1.16826E7	8611
6889800.0	6235
9061200.0	8030
1.4304E7	10256
4268400.0	3605
3313800.0	2714
1.53528E7	11043
1.2207E7	8869
9585600.0	8059
2134200.0	1597
6627600.0	6078
1525800.0	1149
7676400.0	7008
1.6401E7	11544
4792800.0	4213
3576000.0	2870
1.06338E7	8231
1.32552E7	9536
3838200.0	3256
7414200.0	6792
1.11582E7	8440
1.37796E7	9910
2396400.0	1702
4530600.0	3864
7152000.0	6247
8536800.0	7828
2789400.0	2145
1198200.0	763
894000.0	637
5841000.0	5238
9585000.0	8059
1.22064E7	8868
1.48278E7	10658
1.58766E7	11288
1.01094E7	8064
5578800.0	5102
1788000.0	1306
1.53522E7	11043
8200200.0	7543
1.27308E7	9201
1.11576E7	8438
1.3779E7	9910
1.64004E7	11544
6365400.0	5859
3051600.0	2317
8536200.0	7828
447000.0	58
1.1682E7	8611
9060600.0	8030
1.43034E7	10256
6103200.0	5622
1.37808E7	9910
6628200.0	6078
3183000.0	2511
1460400.0	1045
1.11594E7	8443
1.64022E7	11544
8538000.0	7828
6366000.0	5859
730200.0	531
1.16838E7	8611
1.43052E7	10256
9586200.0	8059
3445200.0	2743
4269000.0	3606
1.2732E7	9210
2050200.0	1558
1.53534E7	11043
7152600.0	6247
6890400.0	6235
1.01106E7	8064
1.32564E7	9542
1.0635E7	8231
1.58778E7	11288
5317200.0	4703
1.43046E7	10256
8200800.0	7543
8537400.0	7828
1.11588E7	8443
2658600.0	2085
1722600.0	1178
7938600.0	7321
9061800.0	8030
5055000.0	4589
1.4829E7	10658
1.16832E7	8611
4100400.0	3363
1.22076E7	8870
35400.0	2
1.58772E7	11288
1.011E7	8064
5841600.0	5238
1.32558E7	9538
6103800.0	5622
1.27314E7	9210
1.06344E7	8231
70800.0	2
2920800.0	2153
5579400.0	5102
1.37802E7	9910
1.64016E7	11544
7417200.0	6792
9591600.0	8059
1.2213E7	8871
1.27374E7	9214
1.53588E7	11043
4533600.0	3870
3446400.0	2743
3708600.0	3058
1.32618E7	9548
7155000.0	6247
1.58832E7	11288
1.0116E7	8064
2266800.0	1604
4271400.0	3606
6892800.0	6235
1.11642E7	8450
1.431E7	10256
7941600.0	7321
5058000.0	4589
8542800.0	7828
1.37856E7	9910
1.48344E7	10674
4795800.0	4218
1.16886E7	8625
3970800.0	3342
2529000.0	1906
7679400.0	7008
9067200.0	8030
1461000.0	1045
6106200.0	5622
1.58826E7	11288
1985400.0	1483
215400.0	37
1.01154E7	8064
1.27368E7	9212
2922000.0	2153
1.06398E7	8231
1.6407E7	11544
430800.0	57
1.32612E7	9548
5844000.0	5238
1.43094E7	10256
1133400.0	679
861600.0	592
6630600.0	6078
3184200.0	2511
9066600.0	8030
1.1688E7	8620
1.22124E7	8871
1.53582E7	11043
95400.0	2
9591000.0	8059
1723200.0	1178
6368400.0	5859
1.48338E7	10674
8544000.0	7828
3315600.0	2714
6893400.0	6235
9068400.0	8030
1.16898E7	8627
1.43112E7	10256
1.22142E7	8872
6631200.0	6078
9592800.0	8059
1.48356E7	10674
2136000.0	1597
1.32624E7	9548
1395600.0	915
1.0641E7	8231
1.58838E7	11288
4796400.0	4218
7417800.0	6792
3577800.0	2870
4272000.0	3610
697800.0	456
1.37868E7	9910
2398200.0	1702
1.11654E7	8452
1.64082E7	11544
4534200.0	3870
7155600.0	6247
534000.0	73
9067800.0	8030
5582400.0	5103
5844600.0	5239
1.22136E7	8872
1.4835E7	10674
1068000.0	657
1.2738E7	9214
9592200.0	8059
2791200.0	2146
5320200.0	4703
1.53594E7	11043
8203800.0	7543
1.01166E7	8064
1.37862E7	9910
6369000.0	5859
1.06404E7	8231
1.64076E7	11544
3053400.0	2318
267000.0	41
1657800.0	1170
1.43106E7	10256
8543400.0	7828
1.11648E7	8452
1.16892E7	8625
6106800.0	5622
1.11624E7	8445
3970200.0	3342
5319000.0	4703
8202600.0	7543
1.43082E7	10256
8541000.0	7828
2528400.0	1901
1854000.0	1374
7940400.0	7321
1.16868E7	8616
9065400.0	8030
1.48326E7	10674
5056800.0	4589
927000.0	642
2790600.0	2146
1.58808E7	11288
5843400.0	5238
1.01136E7	8064
1.2735E7	9211
5581200.0	5103
1.0638E7	8231
1.37838E7	9910
1.64052E7	11544
1.32594E7	9548
1.16862E7	8613
1.43076E7	10256
9064800.0	8030
4270200.0	3606
6891600.0	6235
1.22106E7	8871
1.53564E7	11043
9589200.0	8059
1.4832E7	10670
3445800.0	2743
6629400.0	6078
1.64046E7	11544
7678200.0	7008
4794600.0	4217
7416000.0	6792
2266200.0	1603
1.06374E7	8231
1.32588E7	9545
1.58802E7	11288
7153800.0	6247
1264200.0	833
3708000.0	3058
1.11618E7	8445
4532400.0	3869
8540400.0	7828
1.37832E7	9910
4795200.0	4218
1788600.0	1306
190800.0	25
1.06392E7	8231
7678800.0	7008
1.5882E7	11288
5057400.0	4589
1.32606E7	9548
2397600.0	1702
4533000.0	3870
381600.0	54
3839400.0	3259
7416600.0	6792
8542200.0	7828
1.11636E7	8449
1.3785E7	9910
1.64064E7	11544
9066000.0	8030
763200.0	531
2659800.0	2085
1.48332E7	10674
1.22118E7	8871
5581800.0	5103
8203200.0	7543
1.27362E7	9212
9590400.0	8059
1526400.0	1149
5319600.0	4703
1.53576E7	11043
7941000.0	7321
1.01148E7	8064
4101600.0	3363
1.37844E7	9910
6630000.0	6078
1.06386E7	8231
3052800.0	2318
1.1163E7	8449
1.64058E7	11544
2050800.0	1558
1.43088E7	10256
8541600.0	7828
3315000.0	2714
6367800.0	5859
6105600.0	5622
1.16874E7	8617
1025400.0	651
1198800.0	763
7154400.0	6247
4270800.0	3606
1.5357E7	11043
1.27356E7	9212
9589800.0	8059
1.22112E7	8871
6892200.0	6235
1.01142E7	8064
599400.0	166
3577200.0	2870
2135400.0	1597
1.326E7	9548
1.58814E7	11288
2661000.0	2085
9071400.0	8030
1.48386E7	10674
1.16928E7	8627
4102800.0	3363
5584200.0	5103
1.22172E7	8873
5322000.0	4703
9595800.0	8059
1.27416E7	9214
8205600.0	7543
1199400.0	763
1.5363E7	11043
1.0644E7	8231
6370800.0	5859
2923200.0	2153
1.37898E7	9912
1.64112E7	11544
1789200.0	1306
1.43142E7	10256
3185400.0	2511
5846400.0	5239
8547000.0	7828
1.11684E7	8462
6108600.0	5622
894600.0	637
1.53624E7	11043
7419000.0	6792
1.22166E7	8873
730800.0	531
9595200.0	8059
4535400.0	3870
7156800.0	6247
2136600.0	1597
1.58868E7	11288
1.01196E7	8064
1461600.0	1045
1.32654E7	9548
6894600.0	6235
1.2741E7	9214
3578400.0	2870
4273200.0	3610
3840600.0	3259
1.11678E7	8461
7943400.0	7321
5059800.0	4589
1.37892E7	9912
2398800.0	1702
8546400.0	7828
7681200.0	7008
1.4838E7	10674
1.16922E7	8627
365400.0	53
2051400.0	1558
4797600.0	4218
9070800.0	8030
1.43136E7	10256
1134000.0	679
8206200.0	7543
1.3791E7	9912
8548200.0	7828
1.11696E7	8463
5322600.0	4703
7944000.0	7321
2530200.0	1917
1.1694E7	8627
567000.0	130
1.48398E7	10674
9072600.0	8030
1.43154E7	10256
3972000.0	3342
5060400.0	4589
7681800.0	7008
5847000.0	5239
1723800.0	1178
2792400.0	2146
1.01208E7	8064
1.27422E7	9214
1.53636E7	11043
1.64124E7	11544
1.32666E7	9549
5584800.0	5103
1.06452E7	8231
1.5888E7	11288
6895200.0	6235
8547600.0	7828
15000.0	1
1.16934E7	8627
1.43148E7	10256
9072000.0	8030
3447600.0	2743
6633000.0	6078
1.48392E7	10674
9596400.0	8059
30000.0	2
1396200.0	915
1.22178E7	8873
4536000.0	3870
1.01202E7	8064
1.3266E7	9549
7419600.0	6792
1.06446E7	8231
1.58874E7	11288
4798200.0	4218
60000.0	2
1986000.0	1483
2268000.0	1604
4273800.0	3610
1.37904E7	9912
3709800.0	3058
1.1169E7	8462
1.64118E7	11544
120000.0	13
7157400.0	6247
993000.0	651
1.3788E7	9910
6631800.0	6078
1.06422E7	8231
6369600.0	5859
1.64094E7	11544
240000.0	37
1.43124E7	10256
1.11666E7	8454
6107400.0	5622
8545200.0	7828
3184800.0	2511
1.1691E7	8627
480000.0	63
7156200.0	6247
9593400.0	8059
1.22148E7	8872
3447000.0	2743
4272600.0	3610
1.53606E7	11043
1330200.0	877
960000.0	644
6894000.0	6235
1.01178E7	8064
1.32636E7	9548
1.5885E7	11288
1.27392E7	9214
1920000.0	1438
8204400.0	7543
1.1166E7	8453
1.43118E7	10256
8544600.0	7828
1.37874E7	9910
5320800.0	4703
3840000.0	3259
7942200.0	7321
1.48362E7	10674
1.16904E7	8627
4102200.0	3363
9069000.0	8030
5058600.0	4589
2660400.0	2085
7680000.0	7008
1.58844E7	11288
5845200.0	5239
1592400.0	1150
1.01172E7	8064
1.27386E7	9214
1.536E7	11043
2922600.0	2153
5583000.0	5103
1.64088E7	11544
796200.0	577
1.3263E7	9548
1.06416E7	8231
1.58862E7	11288
632400.0	257
1.0119E7	8064
1.53618E7	11043
1.27404E7	9214
6108000.0	5622
1.64106E7	11544
1264800.0	833
5845800.0	5239
1.06434E7	8231
1.32648E7	9548
3054000.0	2318
8545800.0	7828
1.16916E7	8627
6632400.0	6078
9070200.0	8030
1.4313E7	10256
316200.0	53
1854600.0	1377
3316200.0	2714
6370200.0	5859
9594600.0	8059
1.2216E7	8873
1.48374E7	10674
4797000.0	4218
1.32642E7	9548
1.01184E7	8064
3709200.0	3058
2267400.0	1604
1.06428E7	8231
1.58856E7	11288
7680600.0	7008
